
. Module name, SLE, CFG, ARI1, BUFFER, MACC_PA, RAM1K20, RAM64X12, GLOBAL, IO
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_1, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_PCIe_EP_Demo_1, 16, 45, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s_PCIe_EP_Demo_2, 16, 39, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_1_1_2_4, 16, 39, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_6_1, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	. caxi4interconnect_SlaveConvertor_Z39, 682, 509, 0, 0, 0, 0, 25, 0, 0
.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_6s_32s_64s_0s_1s_3, 498, 272, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_69s_0_1_3_4, 94, 50, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_69s_0_1_3_5, 98, 52, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_74s_0_1_3_10, 148, 80, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_74s_0_1_3_11, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_9s_0_1_3_3, 10, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_ResetSycnc_1, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_SlvClockDomainCrossing_32s_6s_64s_1s_1_69s_74s_9s_74s_4s_1, 150, 157, 0, 0, 0, 0, 23, 0, 0
.	.	.	.	.	. caxi4interconnect_CDC_FIFO_4s_69s_2s_0, 30, 32, 0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_2s_0_6, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_2s_34, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_2s_3, 4, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_2s_37, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_2s_PCIe_EP_Demo_0_6, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_2s_PCIe_EP_Demo_3, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_3s_3s_2s_PCIe_EP_Demo_1_4, 4, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_rdCtrl_2s_3, 1, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_wrCtrl_2s_1_4, 1, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_4s_2s_69s_1_2, 0, 0, 0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	. caxi4interconnect_CDC_FIFO_4s_69s_2s_1_2, 30, 31, 0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_2s, 4, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_2s_27, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_2s_0_4, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_2s_24, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_2s_PCIe_EP_Demo, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_2s_PCIe_EP_Demo_0_4, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_3s_3s_2s_PCIe_EP_Demo_1_2, 4, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_rdCtrl_2s, 1, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_wrCtrl_2s_1_2, 1, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_4s_2s_69s_0, 0, 0, 0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	. caxi4interconnect_CDC_FIFO_4s_74s_2s_0, 30, 31, 0, 0, 0, 0, 7, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_2s_0_7, 4, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_2s_42, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_2s_4, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_2s_39, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_2s_PCIe_EP_Demo_0_7, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_2s_PCIe_EP_Demo_4, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_3s_3s_2s_PCIe_EP_Demo, 4, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_rdCtrl_2s_0_1, 1, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_wrCtrl_2s, 1, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_4s_2s_74s_1_2, 0, 0, 0, 0, 0, 0, 7, 0, 0
.	.	.	.	.	. caxi4interconnect_CDC_FIFO_4s_74s_2s_1_2, 30, 32, 0, 0, 0, 0, 7, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_2s_0_5, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_2s_29, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_2s_2, 4, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_2s_32, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_2s_PCIe_EP_Demo_0_5, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_2s_PCIe_EP_Demo_2, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_3s_3s_2s_PCIe_EP_Demo_1_3, 4, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_rdCtrl_2s_2, 1, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_wrCtrl_2s_1_3, 1, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_4s_2s_74s_0, 0, 0, 0, 0, 0, 0, 7, 0, 0
.	.	.	.	.	. caxi4interconnect_CDC_FIFO_4s_9s_2s_1, 30, 31, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_2s_0_8, 4, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_2s_47, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_2s_5, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_2s_44, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_2s_PCIe_EP_Demo_0_8, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_2s_PCIe_EP_Demo_5, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_3s_3s_2s_PCIe_EP_Demo_2, 4, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_rdCtrl_2s_0_2, 1, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_wrCtrl_2s_2, 1, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_4s_2s_9s_1, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z38, 32, 80, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_4, 16, 40, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s_5, 16, 39, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_7_1_0, 16, 39, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_5, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_5, 16, 40, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s_4, 16, 38, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_7_1, 16, 38, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_4, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	. caxi4interconnect_SlaveConvertor_Z42, 430, 305, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_6s_32s_64s_0s_1s_2, 398, 219, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_69s_0_1_3_6, 58, 32, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_69s_0_1_3_7, 38, 22, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_74s_0_1_3_2, 144, 75, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_74s_0_1_3_7, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_9s_0_1_3_0, 10, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z41, 32, 86, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_1_0, 16, 43, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s_PCIe_EP_Demo_0_0, 16, 39, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_1_1_2_1, 16, 39, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_0, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_PCIe_EP_Demo_0, 16, 43, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s_PCIe_EP_Demo_1, 16, 39, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_1_1_2_2, 16, 39, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_6_0, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	. caxi4interconnect_SlaveConvertor_Z45, 528, 358, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_6s_32s_64s_0s_1s_0, 496, 268, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_69s_0_1_3_2, 98, 52, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_69s_0_1_3_3, 94, 50, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_74s_0_1_3_3, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_74s_0_1_3_6, 146, 76, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_9s_0_1_3_2, 10, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z44, 32, 90, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_1, 16, 45, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s_PCIe_EP_Demo_0, 16, 39, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_1_1_2, 16, 39, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_PCIe_EP_Demo, 16, 45, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s_PCIe_EP_Demo, 16, 39, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_1_1_2_0, 16, 39, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_6, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	. AXItoAPB, 603, 1504, 105, 0, 0, 0, 12, 0, 0
.	.	. AHBtoAPB, 133, 92, 0, 0, 0, 0, 0, 0, 0
.	.	.	. COREAHBTOAPB3_26s_0s, 133, 92, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAHBtoAPB3_AhbToApbSM_0s_0_1_0_1_2_3_4, 11, 61, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAHBtoAPB3_ApbAddrData_0s, 120, 29, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAHBtoAPB3_PenableScheduler_0s_0_1_2, 2, 2, 0, 0, 0, 0, 0, 0, 0
.	.	. AXItoAHBL, 417, 1264, 105, 0, 0, 0, 12, 0, 0
.	.	.	. AXItoAHBL_AXItoAHBL_0_COREAXITOAHBL_6s_0s_0s_0s_0s_0s_64s_2s_8s, 417, 1264, 105, 0, 0, 0, 12, 0, 0
.	.	.	.	. COREAXITOAHBL_AHBMasterCtrl_Z47, 198, 903, 40, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREAXITOAHBL_AXIOutReg_6s_64s_8s, 6, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREAXITOAHBL_AXISlaveCtrl_Z46, 75, 361, 65, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAXITOAHBL_WSRTBAddrOffset_64s_8s, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAXITOAHBL_WSTRBPopCntr_64s_8s, 0, 35, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAXITOAHBL_readByteCnt, 0, 46, 10, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREAXITOAHBL_RAM_syncWrAsyncRd_64s_8s, 69, 0, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	. COREAXITOAHBL_RAM_syncWrAsyncRd_64s_8s_0, 69, 0, 0, 0, 0, 0, 6, 0, 0
.	.	. Core_AHBL, 53, 146, 0, 0, 0, 0, 0, 0, 0
.	.	.	. Core_AHBL_Core_AHBL_0_CoreAHBLite_Z51, 53, 146, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREAHBLITE_MATRIX4X16_1_1_0_1_0_0_0_0s, 53, 146, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAHBLITE_MASTERSTAGE_1_1_0_1_0s_0_1_0, 49, 79, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. COREAHBLITE_DEFAULTSLAVESM_0s_0_1_0, 1, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAHBLITE_SLAVESTAGE_0s_0_0_1, 4, 67, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. COREAHBLITE_SLAVEARBITER_Z50_0, 3, 3, 0, 0, 0, 0, 0, 0, 0
.	.	. Core_APB, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	. CoreAPB3_Z52, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	. CCC_111MHz, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	. CCC_111MHz_CCC_111MHz_0_PF_CCC, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	. CoreDMA_IO_CTRL, 3629, 4158, 1755, 0, 0, 7, 71, 0, 0
.	.	. CoreAXI4_Lite, 363, 338, 58, 0, 0, 0, 4, 0, 0
.	.	.	. COREAXI4INTERCONNECT_Z54, 363, 338, 58, 0, 0, 0, 4, 0, 0
.	.	.	.	. caxi4interconnect_MasterConvertor_Z55, 128, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_1_3s_16s_32s_0s_1s, 128, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_38s_0_1_3_0, 68, 37, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_39s_0_1_3_2, 18, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_50s_0_1_3_0, 20, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_50s_0_1_3_2, 20, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_6s_0_1_3_2, 2, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_ResetSycnc_3, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_SlaveConvertor_Z58, 233, 261, 58, 0, 0, 0, 4, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_1_4s_16s_32s_0s_1s, 128, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_38s_0_1_3_1, 68, 37, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_40s_0_1_3_2, 18, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_51s_0_1_3_0, 20, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_51s_0_1_3_2, 20, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_7s_0_1_3_4, 2, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z57, 105, 184, 58, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtocolConv_0s_1_16s_32s_1s_4s_4s_4s, 105, 184, 58, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvRead_0s_1_16s_32s_1s_4s_4s_4s_8s_1, 52, 91, 29, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_4s_12s_1_0, 7, 21, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_4s_38s_1, 15, 42, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_4s_38s_0s_16s, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvWrite_0s_1_16s_32s_1s_4s_4s_4s_8s_1, 53, 93, 29, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_4s_12s_1, 7, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_4s_37s_1, 15, 38, 0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_4s_37s_0s_16s, 0, 0, 0, 0, 0, 0, 3, 0, 0
.	.	. CoreDMA_Controller, 1864, 2580, 796, 0, 0, 5, 67, 0, 0
.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_COREAXI4DMACONTROLLER_Z69, 1864, 2580, 796, 0, 0, 5, 67, 0, 0
.	.	.	.	. CAXI4DMAI1OOI, 65, 40, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CAXI4DMAI1lOI_2s_0s_100s_4s_0_4, 4, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CAXI4DMAIO0OI_4s_2s_1s_1s_1s_1s_3s_1s_0s_0s, 58, 103, 0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	. CAXI4DMAOlIll_1s_0_1, 29, 33, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. CAXI4DMAII10_42s_1s_4s_2s, 7, 13, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	. CAXI4DMAOlIll_1s_0_1_0, 29, 31, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. CAXI4DMAII10_42s_1s_4s_2s_0, 7, 13, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	. CAXI4DMAIOIOI, 0, 20, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CAXI4DMAOI00_8s_256s_2048s_4s_12s_8s, 24, 66, 310, 0, 0, 0, 48, 0, 0
.	.	.	.	. CAXI4DMAO_Z68, 523, 722, 313, 0, 0, 0, 0, 0, 0
.	.	.	.	. CAXI4DMAl1IOI_Z67, 927, 1318, 167, 0, 0, 0, 15, 0, 0
.	.	.	.	.	. CAXI4DMAI110I_4s_2s, 17, 29, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAOI11I_4s_1_2, 13, 21, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CAXI4DMAO0I1I_2s_1_2, 1, 21, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CAXI4DMAO0IlI_Z62, 23, 281, 10, 0, 0, 0, 15, 0, 0
.	.	.	.	.	.	. CAXI4DMAII1lI_4s_2s_1s_0s_1s, 5, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAIIO0I_4s, 4, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAIOI0I_4s_2s_24s_134s_167s, 8, 263, 10, 0, 0, 0, 15, 0, 0
.	.	.	.	.	. CAXI4DMAOOO1I_Z60, 24, 114, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAOI11I_3s_1_2, 7, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CAXI4DMAl1I1I_Z66, 688, 649, 124, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAIOIIl_2s_24s_12s_0s_1_2_4_1, 95, 107, 100, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAIlIIl_4s_2s_1s_24s, 139, 116, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAO01Ol_4s_2s_1s_24s, 200, 72, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAl0IIl_Z65, 56, 64, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAlO1Ol_Z63, 70, 202, 24, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAllOIl_Z64, 101, 66, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CAXI4DMAllO1I_Z61, 174, 224, 33, 0, 0, 0, 0, 0, 0
.	.	.	.	. CAXI4DMAllIOI_Z59, 263, 303, 6, 0, 0, 5, 0, 0, 0
.	.	.	.	.	. CAXI4DMAI1OlI_2s_1, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CAXI4DMAI1OlI_2s_1_0, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CAXI4DMAI1OlI_2s_1_1, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CAXI4DMAI1OlI_2s_1_2, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CAXI4DMAI1OlI_2s_1_3, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	. UART_SD, 923, 890, 799, 0, 0, 2, 0, 0, 0
